Gebietseinheit,Aufenthaltstitel,GeoCode,Value
Hildesheim,Niederlassungserlaubnis ,K03254,1055
Holzminden,Niederlassungserlaubnis ,K03255,110
Nienburg (Weser),Niederlassungserlaubnis ,K03256,480
Schaumburg,Niederlassungserlaubnis ,K03257,425
Statistische Region Hannover,Niederlassungserlaubnis ,K032,14150
Celle,Niederlassungserlaubnis ,K03351,735
Cuxhaven,Niederlassungserlaubnis ,K03352,325
Harburg,Niederlassungserlaubnis ,K03353,540
Lüchow-Dannenberg,Niederlassungserlaubnis ,K03354,60
Lüneburg,Niederlassungserlaubnis ,K03355,405
Osterholz,Niederlassungserlaubnis ,K03356,320
Rotenburg (Wümme),Niederlassungserlaubnis ,K03357,400
Heidekreis,Niederlassungserlaubnis ,K03358,480
Stade,Niederlassungserlaubnis ,K03359,245
Uelzen,Niederlassungserlaubnis ,K03360,145
Verden,Niederlassungserlaubnis ,K03361,415
Statistische Region Lüneburg,Niederlassungserlaubnis ,K033,4070
Delmenhorst.Stadt,Niederlassungserlaubnis ,K03401,405
Emden Stadt,Niederlassungserlaubnis ,K03402,95
Oldenburg (Oldb) Stadt,Niederlassungserlaubnis ,K03403,1050
Osnabrück Stadt,Niederlassungserlaubnis ,K03404,830
Wilhelmshaven Stadt,Niederlassungserlaubnis ,K03405,235
Ammerland,Niederlassungserlaubnis ,K03451,260
Aurich,Niederlassungserlaubnis ,K03452,395
Cloppenburg,Niederlassungserlaubnis ,K03453,545
Emsland,Niederlassungserlaubnis ,K03454,585
Friesland,Niederlassungserlaubnis ,K03455,145
Grafschaft Bentheim,Niederlassungserlaubnis ,K03456,110
Leer,Niederlassungserlaubnis ,K03457,255
Oldenburg,Niederlassungserlaubnis ,K03458,540
Osnabrück,Niederlassungserlaubnis ,K03459,600
Vechta,Niederlassungserlaubnis ,K03460,480
Wesermarsch,Niederlassungserlaubnis ,K03461,200
Wittmund,Niederlassungserlaubnis ,K03462,110
Statistische Region Weser-Ems,Niederlassungserlaubnis ,K034,6845
Niedersachsen,Niederlassungserlaubnis ,K030,28760
Braunschweig Stadt,Niederlassungserlaubnis ,K03101,412
Salzgitter Stadt,Niederlassungserlaubnis ,K03102,273
Wolfsburg Stadt,Niederlassungserlaubnis ,K03103,461
Gifhorn,Niederlassungserlaubnis ,K03151,231
Göttingen,Niederlassungserlaubnis ,K03159,809
Goslar,Niederlassungserlaubnis ,K03153,253
Helmstedt,Niederlassungserlaubnis ,K03154,87
Northeim,Niederlassungserlaubnis ,K03155,444
Peine,Niederlassungserlaubnis ,K03157,368
Wolfenbüttel,Niederlassungserlaubnis ,K03158,165
Statistische Region Braunschweig,Niederlassungserlaubnis ,K031,3559
Hannover Region,Niederlassungserlaubnis ,K03241,10514
Hannover Landeshauptstadt,Niederlassungserlaubnis ,K03241001,6609
Diepholz,Niederlassungserlaubnis ,K03251,500
Hameln-Pyrmont,Niederlassungserlaubnis ,K03252,796
Hildesheim,Niederlassungserlaubnis ,K03254,992
Holzminden,Niederlassungserlaubnis ,K03255,107
Nienburg (Weser),Niederlassungserlaubnis ,K03256,463
Schaumburg,Niederlassungserlaubnis ,K03257,399
Statistische Region Hannover,Niederlassungserlaubnis ,K032,13771
Celle,Niederlassungserlaubnis ,K03351,712
Cuxhaven,Niederlassungserlaubnis ,K03352,304
Harburg,Niederlassungserlaubnis ,K03353,528
Lüchow-Dannenberg,Niederlassungserlaubnis ,K03354,64
Lüneburg,Niederlassungserlaubnis ,K03355,396
Osterholz,Niederlassungserlaubnis ,K03356,321
Rotenburg (Wümme),Niederlassungserlaubnis ,K03357,405
Heidekreis,Niederlassungserlaubnis ,K03358,451
Stade,Niederlassungserlaubnis ,K03359,246
Uelzen,Niederlassungserlaubnis ,K03360,130
Verden,Niederlassungserlaubnis ,K03361,413
Statistische Region Lüneburg,Niederlassungserlaubnis ,K033,3970
Delmenhorst.Stadt,Niederlassungserlaubnis ,K03401,383
Emden Stadt,Niederlassungserlaubnis ,K03402,93
Oldenburg (Oldb) Stadt,Niederlassungserlaubnis ,K03403,1041
Osnabrück Stadt,Niederlassungserlaubnis ,K03404,842
Wilhelmshaven Stadt,Niederlassungserlaubnis ,K03405,241
Ammerland,Niederlassungserlaubnis ,K03451,245
Aurich,Niederlassungserlaubnis ,K03452,400
Cloppenburg,Niederlassungserlaubnis ,K03453,549
Emsland,Niederlassungserlaubnis ,K03454,579
Friesland,Niederlassungserlaubnis ,K03455,146
Grafschaft Bentheim,Niederlassungserlaubnis ,K03456,100
Leer,Niederlassungserlaubnis ,K03457,252
Oldenburg,Niederlassungserlaubnis ,K03458,553
Osnabrück,Niederlassungserlaubnis ,K03459,552
Vechta,Niederlassungserlaubnis ,K03460,452
Wesermarsch,Niederlassungserlaubnis ,K03461,196
Wittmund,Niederlassungserlaubnis ,K03462,110
Statistische Region Weser-Ems,Niederlassungserlaubnis ,K034,6734
Niedersachsen,Niederlassungserlaubnis ,K030,28034
Braunschweig Stadt,Asylberechtigte und GFK-Flüchtlinge,K03101,5010
Salzgitter Stadt,Asylberechtigte und GFK-Flüchtlinge,K03102,5510
Wolfsburg Stadt,Asylberechtigte und GFK-Flüchtlinge,K03103,3680
Gifhorn,Asylberechtigte und GFK-Flüchtlinge,K03151,2850
Goslar,Asylberechtigte und GFK-Flüchtlinge,K03153,3180
Helmstedt,Asylberechtigte und GFK-Flüchtlinge,K03154,1630
Northeim,Asylberechtigte und GFK-Flüchtlinge,K03155,2790
Peine,Asylberechtigte und GFK-Flüchtlinge,K03157,3280
Wolfenbüttel,Asylberechtigte und GFK-Flüchtlinge,K03158,2230
Göttingen,Asylberechtigte und GFK-Flüchtlinge,K03159,6445
Statistische Region Braunschweig,Asylberechtigte und GFK-Flüchtlinge,K031,36610
Hannover Region,Asylberechtigte und GFK-Flüchtlinge,K03241,41725
Hannover Landeshauptstadt,Asylberechtigte und GFK-Flüchtlinge,K03241001,21345
Diepholz,Asylberechtigte und GFK-Flüchtlinge,K03251,5170
Hameln-Pyrmont,Asylberechtigte und GFK-Flüchtlinge,K03252,4980
Hildesheim,Asylberechtigte und GFK-Flüchtlinge,K03254,6770
Holzminden,Asylberechtigte und GFK-Flüchtlinge,K03255,1185
Nienburg (Weser),Asylberechtigte und GFK-Flüchtlinge,K03256,3370
Schaumburg,Asylberechtigte und GFK-Flüchtlinge,K03257,4120
Statistische Region Hannover,Asylberechtigte und GFK-Flüchtlinge,K032,67310
Celle,Asylberechtigte und GFK-Flüchtlinge,K03351,4700
Cuxhaven,Asylberechtigte und GFK-Flüchtlinge,K03352,3550
Harburg,Asylberechtigte und GFK-Flüchtlinge,K03353,4120
Lüchow-Dannenberg,Asylberechtigte und GFK-Flüchtlinge,K03354,655
Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K03355,4090
Osterholz,Asylberechtigte und GFK-Flüchtlinge,K03356,2080
Rotenburg (Wümme),Asylberechtigte und GFK-Flüchtlinge,K03357,2925
Heidekreis,Asylberechtigte und GFK-Flüchtlinge,K03358,2800
Stade,Asylberechtigte und GFK-Flüchtlinge,K03359,4830
Uelzen,Asylberechtigte und GFK-Flüchtlinge,K03360,1510
Verden,Asylberechtigte und GFK-Flüchtlinge,K03361,3310
Statistische Region Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K033,34575
Delmenhorst.Stadt,Asylberechtigte und GFK-Flüchtlinge,K03401,3405
Emden Stadt,Asylberechtigte und GFK-Flüchtlinge,K03402,1470
Oldenburg (Oldb) Stadt,Asylberechtigte und GFK-Flüchtlinge,K03403,5915
Osnabrück Stadt,Asylberechtigte und GFK-Flüchtlinge,K03404,5655
Wilhelmshaven Stadt,Asylberechtigte und GFK-Flüchtlinge,K03405,2870
Ammerland,Asylberechtigte und GFK-Flüchtlinge,K03451,2650
Aurich,Asylberechtigte und GFK-Flüchtlinge,K03452,3305
Cloppenburg,Asylberechtigte und GFK-Flüchtlinge,K03453,3420
Emsland,Asylberechtigte und GFK-Flüchtlinge,K03454,6350
Friesland,Asylberechtigte und GFK-Flüchtlinge,K03455,1985
Grafschaft Bentheim,Asylberechtigte und GFK-Flüchtlinge,K03456,2560
Leer,Asylberechtigte und GFK-Flüchtlinge,K03457,3700
Oldenburg,Asylberechtigte und GFK-Flüchtlinge,K03458,2820
Osnabrück,Asylberechtigte und GFK-Flüchtlinge,K03459,4950
Vechta,Asylberechtigte und GFK-Flüchtlinge,K03460,4105
Wesermarsch,Asylberechtigte und GFK-Flüchtlinge,K03461,1590
Wittmund,Asylberechtigte und GFK-Flüchtlinge,K03462,845
Statistische Region Weser-Ems,Asylberechtigte und GFK-Flüchtlinge,K034,57595
Niedersachsen,Asylberechtigte und GFK-Flüchtlinge,K030,196090
Braunschweig Stadt,Asylberechtigte und GFK-Flüchtlinge,K03101,3960
Salzgitter Stadt,Asylberechtigte und GFK-Flüchtlinge,K03102,5060
Wolfsburg Stadt,Asylberechtigte und GFK-Flüchtlinge,K03103,3490
Gifhorn,Asylberechtigte und GFK-Flüchtlinge,K03151,2770
Göttingen,Asylberechtigte und GFK-Flüchtlinge,K03159,3095
Goslar,Asylberechtigte und GFK-Flüchtlinge,K03153,1685
Helmstedt,Asylberechtigte und GFK-Flüchtlinge,K03154,2875
Northeim,Asylberechtigte und GFK-Flüchtlinge,K03155,3145
Peine,Asylberechtigte und GFK-Flüchtlinge,K03157,2270
Wolfenbüttel,Asylberechtigte und GFK-Flüchtlinge,K03158,6635
Statistische Region Braunschweig,Asylberechtigte und GFK-Flüchtlinge,K031,34985
Hannover Region,Asylberechtigte und GFK-Flüchtlinge,K03241,39230
Hannover Landeshauptstadt,Asylberechtigte und GFK-Flüchtlinge,K03241001,19410
Diepholz,Asylberechtigte und GFK-Flüchtlinge,K03251,5245
Hameln-Pyrmont,Asylberechtigte und GFK-Flüchtlinge,K03252,4715
Hildesheim,Asylberechtigte und GFK-Flüchtlinge,K03254,6600
Holzminden,Asylberechtigte und GFK-Flüchtlinge,K03255,1365
Nienburg (Weser),Asylberechtigte und GFK-Flüchtlinge,K03256,3420
Schaumburg,Asylberechtigte und GFK-Flüchtlinge,K03257,4205
Statistische Region Hannover,Asylberechtigte und GFK-Flüchtlinge,K032,64775
Celle,Asylberechtigte und GFK-Flüchtlinge,K03351,4855
Cuxhaven,Asylberechtigte und GFK-Flüchtlinge,K03352,3660
Harburg,Asylberechtigte und GFK-Flüchtlinge,K03353,3840
Lüchow-Dannenberg,Asylberechtigte und GFK-Flüchtlinge,K03354,645
Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K03355,4245
Osterholz,Asylberechtigte und GFK-Flüchtlinge,K03356,2140
Rotenburg (Wümme),Asylberechtigte und GFK-Flüchtlinge,K03357,2900
Heidekreis,Asylberechtigte und GFK-Flüchtlinge,K03358,2560
Stade,Asylberechtigte und GFK-Flüchtlinge,K03359,4690
Uelzen,Asylberechtigte und GFK-Flüchtlinge,K03360,1505
Verden,Asylberechtigte und GFK-Flüchtlinge,K03361,3385
Statistische Region Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K033,34425
Delmenhorst.Stadt,Asylberechtigte und GFK-Flüchtlinge,K03401,3325
Emden Stadt,Asylberechtigte und GFK-Flüchtlinge,K03402,1410
Oldenburg (Oldb) Stadt,Asylberechtigte und GFK-Flüchtlinge,K03403,5600
Osnabrück Stadt,Asylberechtigte und GFK-Flüchtlinge,K03404,5130
Wilhelmshaven Stadt,Asylberechtigte und GFK-Flüchtlinge,K03405,3070
Ammerland,Asylberechtigte und GFK-Flüchtlinge,K03451,2595
Aurich,Asylberechtigte und GFK-Flüchtlinge,K03452,3555
Cloppenburg,Asylberechtigte und GFK-Flüchtlinge,K03453,3500
Emsland,Asylberechtigte und GFK-Flüchtlinge,K03454,6240
Friesland,Asylberechtigte und GFK-Flüchtlinge,K03455,1935
Grafschaft Bentheim,Asylberechtigte und GFK-Flüchtlinge,K03456,2445
Leer,Asylberechtigte und GFK-Flüchtlinge,K03457,3325
Oldenburg,Asylberechtigte und GFK-Flüchtlinge,K03458,2830
Osnabrück,Asylberechtigte und GFK-Flüchtlinge,K03459,4700
Vechta,Asylberechtigte und GFK-Flüchtlinge,K03460,3930
Wesermarsch,Asylberechtigte und GFK-Flüchtlinge,K03461,1555
Wittmund,Asylberechtigte und GFK-Flüchtlinge,K03462,810
Statistische Region Weser-Ems,Asylberechtigte und GFK-Flüchtlinge,K034,55960
Niedersachsen,Asylberechtigte und GFK-Flüchtlinge,K030,190140
Braunschweig Stadt,Asylberechtigte und GFK-Flüchtlinge,K03101,1505
Salzgitter Stadt,Asylberechtigte und GFK-Flüchtlinge,K03102,3190
Wolfsburg Stadt,Asylberechtigte und GFK-Flüchtlinge,K03103,1365
Gifhorn,Asylberechtigte und GFK-Flüchtlinge,K03151,740
Goslar,Asylberechtigte und GFK-Flüchtlinge,K03153,1165
Helmstedt,Asylberechtigte und GFK-Flüchtlinge,K03154,550
Northeim,Asylberechtigte und GFK-Flüchtlinge,K03155,860
Peine,Asylberechtigte und GFK-Flüchtlinge,K03157,1255
Wolfenbüttel,Asylberechtigte und GFK-Flüchtlinge,K03158,700
Göttingen,Asylberechtigte und GFK-Flüchtlinge,K03159,1670
Statistische Region Braunschweig,Asylberechtigte und GFK-Flüchtlinge,K031,13000
Hannover Region,Asylberechtigte und GFK-Flüchtlinge,K03241,15505
Hannover Landeshauptstadt,Asylberechtigte und GFK-Flüchtlinge,K03241001,7160
Diepholz,Asylberechtigte und GFK-Flüchtlinge,K03251,1635
Hameln-Pyrmont,Asylberechtigte und GFK-Flüchtlinge,K03252,2005
Hildesheim,Asylberechtigte und GFK-Flüchtlinge,K03254,2520
Holzminden,Asylberechtigte und GFK-Flüchtlinge,K03255,405
Nienburg (Weser),Asylberechtigte und GFK-Flüchtlinge,K03256,1265
Schaumburg,Asylberechtigte und GFK-Flüchtlinge,K03257,1350
Statistische Region Hannover,Asylberechtigte und GFK-Flüchtlinge,K032,24685
Celle,Asylberechtigte und GFK-Flüchtlinge,K03351,2260
Cuxhaven,Asylberechtigte und GFK-Flüchtlinge,K03352,1125
Harburg,Asylberechtigte und GFK-Flüchtlinge,K03353,1005
Lüchow-Dannenberg,Asylberechtigte und GFK-Flüchtlinge,K03354,185
Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K03355,1905
Osterholz,Asylberechtigte und GFK-Flüchtlinge,K03356,625
Rotenburg (Wümme),Asylberechtigte und GFK-Flüchtlinge,K03357,730
Heidekreis,Asylberechtigte und GFK-Flüchtlinge,K03358,900
Stade,Asylberechtigte und GFK-Flüchtlinge,K03359,1500
Uelzen,Asylberechtigte und GFK-Flüchtlinge,K03360,550
Verden,Asylberechtigte und GFK-Flüchtlinge,K03361,1230
Statistische Region Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K033,12020
Delmenhorst.Stadt,Asylberechtigte und GFK-Flüchtlinge,K03401,1650
Emden Stadt,Asylberechtigte und GFK-Flüchtlinge,K03402,655
Oldenburg (Oldb) Stadt,Asylberechtigte und GFK-Flüchtlinge,K03403,3510
Osnabrück Stadt,Asylberechtigte und GFK-Flüchtlinge,K03404,2180
Wilhelmshaven Stadt,Asylberechtigte und GFK-Flüchtlinge,K03405,1395
Ammerland,Asylberechtigte und GFK-Flüchtlinge,K03451,965
Aurich,Asylberechtigte und GFK-Flüchtlinge,K03452,1185
Cloppenburg,Asylberechtigte und GFK-Flüchtlinge,K03453,1225
Emsland,Asylberechtigte und GFK-Flüchtlinge,K03454,2040
Friesland,Asylberechtigte und GFK-Flüchtlinge,K03455,550
Grafschaft Bentheim,Asylberechtigte und GFK-Flüchtlinge,K03456,900
Leer,Asylberechtigte und GFK-Flüchtlinge,K03457,1215
Oldenburg,Asylberechtigte und GFK-Flüchtlinge,K03458,1435
Osnabrück,Asylberechtigte und GFK-Flüchtlinge,K03459,1200
Vechta,Asylberechtigte und GFK-Flüchtlinge,K03460,2115
Wesermarsch,Asylberechtigte und GFK-Flüchtlinge,K03461,455
Wittmund,Asylberechtigte und GFK-Flüchtlinge,K03462,210
Statistische Region Weser-Ems,Asylberechtigte und GFK-Flüchtlinge,K034,22895
Niedersachsen,Asylberechtigte und GFK-Flüchtlinge,K030,72595
Braunschweig Stadt,Asylberechtigte und GFK-Flüchtlinge,K03101,1250
Salzgitter Stadt,Asylberechtigte und GFK-Flüchtlinge,K03102,2765
Wolfsburg Stadt,Asylberechtigte und GFK-Flüchtlinge,K03103,1205
Gifhorn,Asylberechtigte und GFK-Flüchtlinge,K03151,665
Göttingen,Asylberechtigte und GFK-Flüchtlinge,K03159,1110
Goslar,Asylberechtigte und GFK-Flüchtlinge,K03153,570
Helmstedt,Asylberechtigte und GFK-Flüchtlinge,K03154,810
Northeim,Asylberechtigte und GFK-Flüchtlinge,K03155,1110
Peine,Asylberechtigte und GFK-Flüchtlinge,K03157,680
Wolfenbüttel,Asylberechtigte und GFK-Flüchtlinge,K03158,1645
Statistische Region Braunschweig,Asylberechtigte und GFK-Flüchtlinge,K031,11805
Hannover Region,Asylberechtigte und GFK-Flüchtlinge,K03241,13970
Hannover Landeshauptstadt,Asylberechtigte und GFK-Flüchtlinge,K03241001,6165
Diepholz,Asylberechtigte und GFK-Flüchtlinge,K03251,1540
Hameln-Pyrmont,Asylberechtigte und GFK-Flüchtlinge,K03252,1750
Hildesheim,Asylberechtigte und GFK-Flüchtlinge,K03254,2400
Holzminden,Asylberechtigte und GFK-Flüchtlinge,K03255,430
Nienburg (Weser),Asylberechtigte und GFK-Flüchtlinge,K03256,1265
Schaumburg,Asylberechtigte und GFK-Flüchtlinge,K03257,1295
Statistische Region Hannover,Asylberechtigte und GFK-Flüchtlinge,K032,22645
Celle,Asylberechtigte und GFK-Flüchtlinge,K03351,2175
Cuxhaven,Asylberechtigte und GFK-Flüchtlinge,K03352,1145
Harburg,Asylberechtigte und GFK-Flüchtlinge,K03353,900
Lüchow-Dannenberg,Asylberechtigte und GFK-Flüchtlinge,K03354,175
Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K03355,1875
Osterholz,Asylberechtigte und GFK-Flüchtlinge,K03356,605
Rotenburg (Wümme),Asylberechtigte und GFK-Flüchtlinge,K03357,710
Heidekreis,Asylberechtigte und GFK-Flüchtlinge,K03358,795
Stade,Asylberechtigte und GFK-Flüchtlinge,K03359,1430
Uelzen,Asylberechtigte und GFK-Flüchtlinge,K03360,545
Verden,Asylberechtigte und GFK-Flüchtlinge,K03361,1120
Statistische Region Lüneburg,Asylberechtigte und GFK-Flüchtlinge,K033,11475
Delmenhorst.Stadt,Asylberechtigte und GFK-Flüchtlinge,K03401,1560
Emden Stadt,Asylberechtigte und GFK-Flüchtlinge,K03402,585
Oldenburg (Oldb) Stadt,Asylberechtigte und GFK-Flüchtlinge,K03403,3125
Osnabrück Stadt,Asylberechtigte und GFK-Flüchtlinge,K03404,1865
Wilhelmshaven Stadt,Asylberechtigte und GFK-Flüchtlinge,K03405,1545
Ammerland,Asylberechtigte und GFK-Flüchtlinge,K03451,945
Aurich,Asylberechtigte und GFK-Flüchtlinge,K03452,1230
Cloppenburg,Asylberechtigte und GFK-Flüchtlinge,K03453,1225
Emsland,Asylberechtigte und GFK-Flüchtlinge,K03454,1975
Friesland,Asylberechtigte und GFK-Flüchtlinge,K03455,540
Grafschaft Bentheim,Asylberechtigte und GFK-Flüchtlinge,K03456,825
Leer,Asylberechtigte und GFK-Flüchtlinge,K03457,1080
Oldenburg,Asylberechtigte und GFK-Flüchtlinge,K03458,1370
Osnabrück,Asylberechtigte und GFK-Flüchtlinge,K03459,1100
Vechta,Asylberechtigte und GFK-Flüchtlinge,K03460,2035
Wesermarsch,Asylberechtigte und GFK-Flüchtlinge,K03461,495
Wittmund,Asylberechtigte und GFK-Flüchtlinge,K03462,200
Statistische Region Weser-Ems,Asylberechtigte und GFK-Flüchtlinge,K034,21695
Niedersachsen,Asylberechtigte und GFK-Flüchtlinge,K030,67620
Braunschweig Stadt,Asylberechtigte und GFK-Flüchtlinge,K03101,960
Salzgitter Stadt,Asylberechtigte und GFK-Flüchtlinge,K03102,2265
Wolfsburg Stadt,Asylberechtigte und GFK-Flüchtlinge,K03103,1085
Gifhorn,Asylberechtigte und GFK-Flüchtlinge,K03151,570
Göttingen,Asylberechtigte und GFK-Flüchtlinge,K03159,1095
Goslar,Asylberechtigte und GFK-Flüchtlinge,K03153,445
Helmstedt,Asylberechtigte und GFK-Flüchtlinge,K03154,640
Northeim,Asylberechtigte und GFK-Flüchtlinge,K03155,985
Peine,Asylberechtigte und GFK-Flüchtlinge,K03157,690
Wolfenbüttel,Asylberechtigte und GFK-Flüchtlinge,K03158,1485
Statistische Region Braunschweig,Asylberechtigte und GFK-Flüchtlinge,K031,10230
Hannover Region,Asylberechtigte und GFK-Flüchtlinge,K03241,12020
Hannover Landeshauptstadt,Asylberechtigte und GFK-Flüchtlinge,K03241001,5035
Diepholz,Asylberechtigte und GFK-Flüchtlinge,K03251,1315
Hameln-Pyrmont,Asylberechtigte und GFK-Flüchtlinge,K03252,1465
Hildesheim,Asylberechtigte und GFK-Flüchtlinge,K03254,2070
Holzminden,Asylberechtigte und GFK-Flüchtlinge,K03255,460
Nienburg (Weser),Asylberechtigte und GFK-Flüchtlinge,K03256,1175
Schaumburg,Asylberechtigte und GFK-Flüchtlinge,K03257,1215
Statistische Region Hannover,Asylberechtigte und GFK-Flüchtlinge,K032,19715
Celle,Asylberechtigte und GFK-Flüchtlinge,K03351,1985
Cuxhaven,Asylberechtigte und GFK-Flüchtlinge,K03352,1150
Harburg,Asylberechtigte und GFK-Flüchtlinge,K03353,890
Lüchow-Dannenberg,Asylberechtigte und GFK-Flüchtlinge,K03354,155
